PuzzleId,SF_Material,SF_Positional,SF_Final_Eval
ZT43R,0.03,-0.88,-1.05
ejr9m,0.06,-0.07,0.01
4smw6,-0.03,-0.8,1.06
knGQL,0.93,0.55,1.81
khqqx,,,
38ITg,0.07,-0.18,0.12
CpiX7,-0.55,0.57,0.05
riaRt,-0.29,0.53,0.32
GdI5m,0.28,0.4,-0.84
onID1,0.09,-0.19,-0.14
yMcBm,1.21,0.9,-2.4
T8iXi,0.81,0.33,-1.33
9gmTy,1.98,0.63,-2.78
sgjMz,-0.25,-0.28,0.69
ial4u,0.5,-0.44,0.03
xPsEG,-0.1,-0.68,0.98
dCOga,-0.46,-0.6,1.32
WGbmL,0.19,-0.46,0.27
cwNaG,-0.22,-0.12,-0.35
gDFQQ,,,
Hm1Xu,1.51,-0.71,-0.75
ktl0E,2.22,1.65,-4.41
teGvG,,,
qsuUc,-0.5,-1.96,2.96
XLzV3,0.06,0.38,-0.55
KbBBS,0.25,-0.26,-0.03
wKg5E,0.03,-0.72,0.74
PjCFX,,,
bYJOI,0.19,-0.48,0.35
XRnQe,-1.04,-0.67,1.86
9cec1,0.38,0.62,-1.18
9Rcz3,,,
d5wkr,0.91,0.78,-2.16
U3Yn3,0.39,0.54,-1.07
EwnXM,0.23,0.01,0.27
y1Vs0,0.2,-0.37,0.2
VPdtx,-0.46,0.95,0.55
EBjem,0.26,0.07,0.33
bPXCF,4.24,0.05,-3.61
bs8YZ,0.19,0.12,0.35
J12gn,0.37,0.09,-0.55
tixMZ,-0.19,0.29,0.13
Hljyt,,,
oEJR0,0.05,-0.23,0.21
kykcv,0.64,-0.15,-0.61
ftT2i,3.84,1.36,3.38
nkUIO,1.53,0.12,-1.66
HQozy,0.24,0.19,-0.53
64tRd,0.98,-0.15,-0.85
epU3M,0.24,0.54,0.96
fFxO0,,,
TfW0Z,-1.4,0.6,-0.91
kyHfV,1.89,0.54,2.7
ZRMQ9,-0.57,1.0,0.56
lIPdw,0.19,1.09,1.6
6HYWt,-1.98,1.02,1.01
R20x5,,,
ROSXc,0.49,0.21,-0.79
c1Bnx,-0.42,0.96,0.71
MHwg8,-0.67,0.5,0.18
F3s6O,0.36,0.79,-1.37
Bwfwz,1.43,-1.04,-0.38
32BjE,0.42,0.64,1.26
iGvlL,,,
GFRxV,,,
CJUrl,0.29,0.26,0.7
NKUNa,0.16,1.62,2.17
LKVMK,-0.0,0.29,-0.36
nwRTs,0.32,0.3,-0.78
CTUNA,0.91,0.07,1.04
DsxKL,-0.11,1.36,1.54
CnhqP,0.53,1.05,-1.92
2VLvW,-0.37,0.01,0.44
zJb27,1.41,1.09,-3.04
bbbHu,,,
31hOe,0.16,0.58,0.83
5VXDl,0.41,-0.29,0.11
q71TV,,,
29Tgl,0.05,-0.25,-0.27
T3fTx,0.18,-0.86,0.88
4EsqA,0.13,-0.11,-0.02
a7iQj,0.55,-0.32,0.22
wKqq3,0.09,0.53,0.78
HoS2S,,,
XZ2MD,3.25,-1.96,0.71
WwQrk,,,
RYC88,0.46,-0.44,-0.01
zuiIe,0.76,1.16,-2.28
7IPjS,0.48,-0.36,0.11
fRaB1,2.88,0.66,4.88
8gTS0,-0.28,-2.46,3.35
Q1NMu,0.79,1.5,-2.44
DiH9e,0.18,0.27,-0.57
FhH14,-0.24,-0.38,0.66
QqlNG,,,
aVFQi,0.11,0.6,-0.77
wEr1i,,,
nKHyZ,0.78,0.25,-1.06
4cUHc,-0.01,-0.12,0.15
6h3db,0.81,0.61,-1.57
Vf41U,2.22,-0.13,2.22
5qT7r,0.56,0.37,1.13
HXBoo,0.52,0.73,1.58
WVp6H,0.33,-1.38,1.35
nHBOl,0.1,-0.32,-0.23
YB85q,0.47,2.03,2.62
KlPzl,-0.76,0.75,0.02
bvzYE,-0.13,-0.43,0.74
iAgbh,,,
9nbWi,0.12,0.35,-0.59
P3pGA,-0.41,0.05,0.37
25Mdj,,,
wPG5v,,,
yKV4m,-0.11,-1.73,-1.97
K1jlL,0.65,-0.7,0.09
LmMEW,-0.03,1.14,-1.36
uX67i,0.13,-0.36,0.28
agPKh,-0.45,0.39,0.04
D71Iz,,,
dnpC9,,,
3xEbO,-0.08,-0.83,1.16
wTvAp,0.48,0.25,0.9
x3Amz,0.77,1.65,2.94
6MloY,0.03,0.17,-0.24
MDAp6,0.81,0.39,-1.43
mPj0R,0.21,-1.14,1.04
5pfIY,1.44,1.09,-3.14
m3Ly6,1.18,0.78,2.26
e5Ih0,,,
DMBVM,0.12,0.0,0.14
ooFm4,,,
wPh54,1.31,1.51,-3.18
mQZ5L,0.38,-0.36,0.0
fVIye,1.96,-3.22,1.51
JvsM2,0.54,-0.28,-0.27
biMPm,0.07,-0.1,-0.04
JpwU0,0.26,-0.05,-0.24
VD0tv,-0.43,0.36,0.05
hMXyK,-0.04,2.94,3.32
C4FoA,-1.21,1.9,-0.81
apfwV,1.33,-0.72,0.68
Ml3Aq,0.47,0.75,1.49
mmxdh,0.25,0.85,-1.36
4DGFP,0.51,-0.77,-0.33
JXRn0,0.09,0.42,0.64
HBpYL,1.66,0.43,2.26
Ju93b,0.04,-0.01,0.04
Qj83v,-0.08,0.0,-0.09
cOOs9,1.18,-0.11,-1.23
GNSS5,,,
LXLJs,0.0,-0.07,-0.07
UhrfX,0.94,0.34,-1.34
jEnlL,,,
9mrtW,3.2,0.39,4.11
32YSl,-0.01,0.01,0.0
m4VAk,0.56,0.9,1.78
WMoyY,-1.22,-0.02,1.46
zwIlv,0.68,-0.21,0.55
Ld6gZ,0.45,0.2,0.78
mUboO,,,
lEmVG,1.07,-1.13,-0.13
6wPw7,1.45,0.37,-2.18
AmHly,-0.18,0.61,-0.53
PkUoD,-0.23,1.09,-1.04
GkDyE,1.25,-0.3,-0.98
n7U5H,-0.35,-0.03,0.45
C0Jfg,0.12,-0.32,-0.27
DPeXu,0.19,-0.1,0.11
GfNmp,0.62,-0.59,0.0
4NlnE,-0.57,0.55,0.01
leQpm,0.72,0.69,-1.58
fFA4e,0.77,0.85,1.93
ra3JX,0.49,0.18,-0.72
FZuMg,0.1,-0.28,-0.2
KALc9,-0.13,-0.33,-0.48
pSXbH,-0.18,-0.99,1.26
btmjR,1.35,0.64,-2.38
wyNfR,,,
9tzd4,0.19,-0.01,-0.2
0TgDo,2.49,-2.97,-1.7
F85Ld,1.05,1.36,-2.85
cx6FE,-0.49,0.4,-0.08
1lsj9,-0.34,0.53,0.24
TkJku,0.16,0.59,0.9
TXUWJ,-0.97,-1.03,-2.14
TF8Fs,0.33,0.84,1.4
SwR3P,0.08,0.49,0.76
byFMt,-0.01,-0.37,0.45
aoXVW,0.07,-0.15,0.1
kpeQl,1.28,1.38,3.01
bYAHw,0.35,-0.63,0.39
YbAc1,-0.79,1.64,-1.0
IDkyi,0.48,0.6,1.35
aLqId,4.05,-1.2,-2.06
b8dnn,-0.5,-0.55,1.19
weaJY,-0.07,-0.15,0.22
PMN2E,0.6,0.46,1.16
1OO6S,3.56,-1.98,-3.26
hdpVf,-0.41,-0.85,-1.53
G1KUi,0.78,0.58,-1.69
41IPV,0.92,-1.34,-0.48
C4UxN,0.91,0.92,2.1
zZ78e,-0.06,-1.28,-1.52
qOfLh,0.46,-0.2,0.28
A4KO2,0.34,-0.44,-0.13
LAYge,0.08,-0.03,-0.05
wRnze,1.08,-1.39,-0.43
r7AqT,-0.07,-0.08,0.18
G18PQ,-1.88,1.73,-0.07
5wOt9,1.26,0.94,-2.53
ovoi9,1.42,0.31,2.07
vMU39,0.78,0.77,1.98
O7lhE,0.97,0.97,-2.34
vkbz8,4.71,-0.74,-4.29
KzeHR,0.01,0.6,0.73
UGvN6,-0.37,-0.34,0.9
NbfzN,0.72,3.22,3.9
vsEbp,2.94,-2.24,-0.87
3siHb,,,
wXHm6,-0.01,0.16,-0.18
Sko3t,1.12,0.73,2.01
HoWE1,-0.27,0.38,0.16
rKPIy,-0.2,0.43,0.29
3QrG7,-0.31,0.71,-0.51
aExiL,,,
iEb5h,,,
hi5du,2.03,-0.11,2.2
m1nFc,0.23,-0.54,-0.42
axLpJ,0.13,0.15,0.36
Y06Wx,1.05,-0.52,0.55
i1Njm,2.36,0.31,2.79
ep3TK,-0.02,0.22,0.25
MqYoe,-0.15,-0.14,0.37
cq99F,0.12,0.63,-0.87
4BuU0,-0.26,1.65,1.64
Sdqzf,-1.85,-1.44,3.96
i5zNL,0.81,-1.74,0.95
9m7SR,,,
Czelo,1.15,0.79,-2.29
YcmSr,-0.05,-0.17,0.27
pJXlb,0.51,0.15,0.74
ZPE5m,-1.62,-2.7,-4.82
VCksq,-0.3,-0.11,0.52
bY5uM,-0.37,0.2,0.19
GW6UY,0.66,0.83,1.54
AXOnS,0.92,1.06,2.15
2Ttxg,,,
6iWZm,0.29,-0.66,-0.48
Qutcr,1.23,0.09,1.48
cmsCm,,,
8wpI7,0.35,0.26,-0.7
maGVD,0.21,-0.12,0.1
vYEi0,0.38,0.09,-0.49
pZNrv,0.06,0.24,0.38
Pdx1f,1.01,1.12,2.45
eDAUr,-0.07,-0.26,0.35
Nz58j,0.3,0.11,-0.53
WeDgz,,,
jeK61,-0.33,0.32,0.01
QDOPR,1.38,0.6,2.28
HPEkn,,,
V9ktT,-0.0,-0.17,-0.18
GyvRN,-0.01,2.04,-2.33
7YuE3,-0.47,1.36,1.09
zumC5,0.38,0.89,1.57
XnfDa,0.94,1.37,2.69
Kw7hf,0.06,-0.27,0.21
wai5B,1.38,0.98,2.87
9R6Hv,2.67,1.11,-4.19
lZ6if,1.06,-1.14,-0.14
o0DHM,0.44,0.01,-0.51
y6klM,-0.6,0.46,0.15
FqOTj,-0.67,-0.02,0.86
pLbfp,,,
N9KAk,0.09,-0.22,0.15
uAWUw,-0.19,0.52,-0.4
vTjcP,0.38,-0.61,0.26
Q6cEL,1.33,-0.38,1.05
B4qpP,0.61,-0.67,-0.1
axXqz,0.51,0.8,-1.44
qiC46,0.22,-0.34,-0.17
i1YX8,2.26,0.3,2.79
2wZuq,0.97,0.89,-2.32
I5fOz,-0.09,0.15,-0.08
rm79i,0.43,0.74,-1.44
api5E,0.39,-0.32,0.05
zlrMo,2.67,-2.47,-1.75
rjFvl,0.12,-0.17,0.08
0OY4G,0.7,1.07,2.08
NiLuo,-0.23,-0.1,0.39
Xq5WP,1.88,-0.93,-0.98
XEE6s,1.31,2.4,-4.27
GNjKO,2.05,-0.72,0.98
6cZJ8,0.11,-0.45,-0.43
D0IWN,0.55,-0.2,0.36
HHwSx,,,
iGK7w,2.67,2.51,-6.24
Rb22x,0.01,-0.64,-0.69
iL41o,-0.34,-0.48,-1.05
IwT4J,0.12,0.28,-0.41
n2OCx,0.33,0.11,-0.52
blm8Q,0.12,-1.14,1.06
Pu2m1,0.82,-0.91,0.15
QTLmi,-0.37,0.08,0.34
v1kdn,-0.24,1.39,-1.37
IXBE4,2.31,0.56,-1.02
y0M9V,,,
R2c1A,1.02,-0.6,0.47
2bUT2,2.23,-0.45,-2.01
cUJ7o,-0.15,-0.46,0.76
ZVWCl,0.11,-0.23,0.13
Oayrk,-0.53,0.66,-0.16
4jSVO,0.47,-2.44,-2.28
dbqYf,-0.2,-0.83,-1.09
rqlj7,0.47,-0.57,0.15
TvYbm,-0.18,0.15,0.03
iePdA,-0.13,-0.32,0.47
Ur7D7,,,
DkBb9,3.45,1.49,3.57
WQPSv,-0.13,-0.22,0.38
8I5B5,-0.17,0.44,0.36
NRjor,0.34,0.49,1.05
cRfVK,0.92,-0.06,1.04
w2uJr,0.99,0.62,-1.76
SHtoB,-0.1,-0.34,-0.57
tXPJ0,-0.42,0.12,0.34
ja39C,1.34,-0.59,-0.8
GuH45,,,
0akD9,1.28,0.22,1.8
1HBJd,-0.36,-1.25,1.84
z9yXZ,1.36,-1.02,-0.33
ZSEFw,0.13,-0.15,-0.02
ea9Jt,-0.38,-0.81,1.42
mkMBt,1.75,1.41,-3.92
JAAlw,-0.19,-0.79,-1.16
4Hn8d,-0.44,0.19,0.27
SpklD,,,
yEVTx,2.32,0.63,3.49
unseA,0.14,-0.16,-0.02
nTFtM,0.74,0.86,-1.97
FRSpE,-1.49,0.86,0.71
JzpEy,0.83,-0.55,0.26
lHU5w,1.02,0.61,-1.96
zh8Su,-1.59,2.18,0.7
vgUKW,-0.42,-1.11,1.93
KDAfZ,0.55,0.64,-1.58
2XE4h,0.84,2.67,3.6
XyGbz,0.71,0.19,-1.01
t321u,-0.25,0.08,0.2
UeMFJ,0.43,0.17,-0.72
KMrTq,,,
VBJZr,-0.37,-0.93,-1.64
6HwSB,-0.64,-0.98,-1.78
Y3Hww,2.25,-0.04,-2.51
jjDGh,0.05,0.19,-0.3
UuUtq,0.12,-0.23,0.12
MkSYm,-1.54,1.22,0.27
FcrTM,0.43,0.08,0.55
VfeO7,-0.56,-0.79,1.71
j22jp,,,
IUBKc,,,
wTLIU,,,
0O3V7,0.18,-0.14,0.05
KtCE1,-0.65,-0.9,-1.67
lGETn,4.08,1.02,5.82
zMOW8,0.55,1.99,3.03
wucul,,,
0BNEe,0.35,1.3,2.04
OCdkd,-0.83,-0.38,-1.51
Z1KgM,,,
Z5rhd,1.42,1.17,2.95
mmgRh,0.2,-0.41,0.27
vZ4YA,-0.57,-0.34,-1.1
d7Srl,1.44,-2.02,0.79
ibano,-0.0,-0.18,-0.22
A6T2y,1.58,1.95,4.11
18L1A,2.09,1.26,-3.84
XVZIx,1.59,1.01,2.81
WN8YM,0.98,-2.02,1.09
wE923,1.28,0.84,2.45
m9z9a,0.06,0.71,-0.94
YtF65,0.42,0.6,-1.26
2yiNr,0.22,0.98,-1.44
dqTaf,-1.49,1.26,0.22
pLDWx,0.08,-0.23,0.18
B4IXs,0.85,1.83,3.14
TgehG,2.43,-1.37,1.02
U30G3,0.49,0.94,1.81
AvRxv,0.99,-0.66,0.32
YArne,1.72,1.12,3.28
DZNkJ,0.49,3.26,4.02
OvvR9,0.08,0.92,1.29
cFBHN,-0.17,-0.43,0.62
iBXT1,1.34,-0.36,-1.01
uovbS,0.09,-0.06,0.03
aMCmM,0.5,1.49,-2.5
wjmvN,0.57,-0.36,0.2
ha1XY,0.72,0.36,-1.22
FrM3X,2.15,1.45,3.98
O9zt9,0.25,-0.29,0.06
ypQgi,0.19,-0.29,-0.11
xC7gK,-0.29,1.25,-1.13
gmKiK,-0.86,-0.31,1.48
c0JK0,0.51,0.2,0.83
JbDTV,-0.1,0.51,0.51
PLj8v,1.12,-1.76,-0.79
D303U,0.32,0.29,-0.68
f74xw,0.95,1.33,2.35
uisMf,0.87,1.57,2.91
aInTw,-0.47,0.33,-0.14
iU2GM,0.42,0.29,0.82
cD7S4,0.68,0.59,-1.57
MMgPu,1.18,-0.28,0.88
iMxAY,0.0,-0.01,0.01
SmT40,,,
PFILd,-0.56,-0.04,-0.74
MkUMY,0.15,-0.2,0.07
iAqLd,0.14,0.26,-0.5
vjrVP,0.62,-1.0,0.48
V85LY,1.11,1.63,2.91
A9JOZ,-0.16,0.77,0.78
QZ9em,0.2,2.25,-2.55
pAWzl,0.23,1.03,-1.44
LJobu,,,
kR7jK,0.42,-0.41,-0.02
cVIAZ,-1.55,1.95,0.56
yTY8b,-0.35,0.28,0.06
lxRz5,2.08,1.68,-3.95
bR4Fq,-1.74,-0.99,-3.0
3bogE,-0.15,0.21,-0.08
BVn5M,,,
wYwJl,-0.9,1.07,-0.23
ktXmr,2.86,-1.34,-1.98
jElgI,0.58,1.35,2.31
xr9E3,0.49,0.15,0.71
WTlWd,0.56,0.95,-1.88
G2Orx,0.71,0.7,-1.57
unEHT,-1.05,0.0,-1.19
HoI8s,,,
bFoud,-0.2,-0.03,0.28
PpTzk,0.37,-0.79,0.48
le7SR,,,
DZGbh,-0.27,-0.47,0.86
jct3J,-0.32,1.28,-1.26
aVb9f,0.08,0.48,0.6
afpOR,-0.79,1.83,-1.29
p7d8A,-0.07,0.09,0.01
EvO9i,2.17,-0.66,-1.58
gbVjv,0.1,1.61,-2.13
wOhnW,-0.33,0.8,-0.58
L7KDQ,,,
fbn7J,2.22,-1.08,1.21
NYsWN,,,
if76g,0.17,-0.09,0.09
nWhyB,0.97,0.94,2.32
Uv1eA,0.88,2.14,3.69
he2oC,2.7,2.63,5.1
lWqdC,-0.44,-0.16,0.62
74E9u,-1.28,-0.99,-2.65
qx4OG,2.35,0.18,3.01
uVAtp,0.14,0.23,0.49
9lCSL,-1.94,2.74,-1.05
X9hZ1,0.51,-0.05,-0.5
pTGLi,-0.72,1.55,1.01
FpDMC,0.17,-0.42,-0.31
fV1P2,-0.92,-0.55,-1.53
vyslz,1.29,-2.18,-1.04
4UUqF,0.56,1.2,2.24
02Jfx,0.55,0.31,-1.08
SyUb6,1.03,0.99,-2.19
BGHKb,5.15,-1.0,-3.58
gYTnS,0.55,0.84,-1.44
xqAqH,2.37,-3.21,1.03
QncW7,,,
weSOR,0.23,-0.13,-0.09
PCfLA,-0.05,0.25,0.25
h9Nf8,0.8,0.32,-1.38
9qDuW,0.99,0.4,1.66
xEdxN,-0.05,-0.07,-0.13
9QN4G,0.35,0.85,-1.47
K2Y2V,-0.69,2.09,1.73
Ai1i1,0.07,-1.2,1.32
ThGFz,0.15,1.45,2.07
AKGze,1.68,0.74,2.64
mgLon,0.07,-0.04,-0.04
hCZwF,,,
XToBi,-0.71,1.68,1.15
JwI9e,-1.66,-0.89,3.23
hs9ck,0.98,-2.41,-1.73
uvWU8,0.52,1.38,-2.2
z4Kog,0.71,0.77,1.79
HYAM0,2.54,1.71,-3.52
GC2is,-3.13,0.83,2.43
stRki,1.12,1.38,-3.03
jJEpV,-0.67,-0.18,0.97
udlU0,0.11,0.55,0.84
jXSX0,1.52,-1.22,0.27
84E2L,2.56,-0.31,-1.54
ZUpc7,0.23,-0.23,0.02
EYOck,-3.08,0.63,2.97
QkOnM,-1.82,-0.99,3.6
f0l65,0.2,0.64,-0.97
j2WEU,0.03,-0.45,0.5
fzDYp,-0.23,-0.05,0.32
sEWU3,,,
Beb5Q,0.3,0.62,1.1
5FPOZ,-0.06,-0.1,0.2
idfCy,0.54,0.76,-1.42
H7X2I,,,
XaBVC,-0.23,-0.28,-0.62
Lu8qn,0.59,-0.43,-0.13
SpgvY,0.47,-0.26,-0.21
Mkxve,,,
yxDbb,,,
B9M9G,-1.39,1.9,0.69
oTYqu,-0.23,0.15,-0.09
ZoBBJ,-0.2,-0.47,0.71
iRadI,1.09,1.31,-3.02
WZ2lU,,,
6CXfj,0.73,1.72,2.63
oUnE0,0.43,0.03,0.53
P2NIG,0.62,1.75,2.54
y58XI,,,
yVCFD,0.21,0.28,0.53
vx7Ti,2.9,-1.14,-2.64
x60Uw,-0.49,-2.97,-3.83
tRmTV,-0.24,0.12,-0.14
7xBgy,-0.39,1.22,1.01
fcvtb,0.1,0.78,-1.17
SUgbd,0.2,0.08,0.33
Py5Sm,-0.27,0.07,0.25
uu0Yh,0.39,1.76,-2.65
woehB,2.31,-3.24,1.13
cmyqB,-0.24,-0.03,0.35
8AdqG,0.55,0.37,0.95
DKM70,0.23,-0.06,-0.18
3wNtY,0.04,-0.65,-0.78
XSheO,0.09,-1.43,-1.67
4jmpx,0.53,-0.04,-0.57
2qRiq,0.24,-0.04,0.22
HgOCx,-1.66,1.32,0.27
pxAuU,0.48,1.22,-2.0
YMMbo,0.54,0.13,0.79
msyWb,2.91,0.94,3.25
Bqb5L,1.2,0.34,-1.75
zbzUx,-0.51,-1.02,-1.68
34yw7,1.14,0.07,-1.24
7agwH,0.68,0.4,-1.22
zQZGf,-0.03,0.0,0.03
GlV90,0.13,-0.03,0.11
EURva,0.0,-0.06,0.07
t1oe6,0.12,0.02,0.18
4UgPL,0.03,0.14,0.21
BSxDB,0.12,-0.59,-0.57
3zuT2,0.66,0.04,0.84
VZRyY,-0.41,0.88,-0.62
jWxZ1,-1.85,0.31,1.76
6jgO5,-0.29,0.48,0.24
rwn0c,,,
4P9Oj,,,
cCDwJ,-1.57,0.84,0.82
UJOoe,0.1,-0.09,0.0
4Y9ru,1.54,0.32,-2.08
0qgGW,0.59,-0.24,-0.37
NqPg0,0.66,0.36,1.22
EDIjM,0.31,0.44,-0.88
CAUBF,-0.19,0.84,0.73
CAJIm,2.21,-0.12,-2.32
69DNY,1.01,-0.35,-0.78
wpi5c,0.8,0.84,-2.09
d5kEv,,,
obizE,-0.57,-0.82,1.46
yQo4h,0.29,1.15,1.83
YztL7,2.01,0.47,-2.6
wtSuT,0.06,0.13,-0.25
6U3c3,,,
iUrG7,1.22,1.76,-3.59
Mzlbh,0.09,-0.92,-0.95
VKEFC,,,
4hxA4,0.0,-0.02,-0.02
qbLWM,0.56,-0.12,0.51
UJLSM,4.88,-0.85,-4.49
WgYGr,0.07,-0.23,-0.19
MRXYg,0.7,1.61,-2.53
JbMX9,2.14,-0.45,1.24
GYUp5,0.5,-1.37,1.08
vC32H,1.62,0.3,2.21
Zmzb7,0.33,-0.19,-0.17
j0MHV,-0.07,0.02,0.05
oHB4z,-0.46,-0.71,1.44
fGANI,-0.67,-0.96,-2.09
hYgLX,,,
yotHg,-0.4,0.32,0.07
ylJIZ,-0.43,0.38,0.03
4Fswp,-0.12,0.65,0.68
xZNoU,0.36,-0.29,-0.06
LkGG2,,,
ITu1V,-0.28,-2.75,3.61
MEM6z,0.28,1.14,-1.48
7c1j0,3.15,0.6,3.79
FV20t,2.01,-1.5,-0.46
ot4KT,,,
0FzNh,,,
07Od3,0.32,0.16,0.56
4QSaW,-1.74,-0.1,-2.12
zNAlr,-0.1,-0.58,-0.74
g9e4I,,,
IxBkI,-0.22,-0.46,-0.85
i9jBQ,-0.14,0.15,-0.02
8CY9t,0.16,0.03,-0.21
NrLNk,1.82,2.1,-4.22
K8ZQR,-0.13,0.3,0.2
GeyMu,0.87,-0.05,-0.92
UAemo,-0.23,0.18,-0.04
rOZN8,-0.21,-0.18,-0.45
gabye,-0.01,0.02,0.01
UaHb8,0.93,-1.13,0.29
lhGND,-0.1,0.0,0.11
XQJ8y,,,
WcRg8,,,
PFOse,2.29,1.52,4.13
lOaR5,,,
7PHtg,0.32,-1.0,0.81
nNEti,0.58,0.12,0.84
bhlW4,0.13,0.02,-0.16
yVST5,1.16,-1.6,0.58
r8WV6,0.92,0.6,-1.77
4491A,0.01,0.77,-0.99
Nct6c,-1.32,0.42,1.04
OkSM4,-0.08,0.49,-0.54
EfmHD,-0.1,1.53,1.87
lU4GX,-1.29,-0.68,-2.45
GvzWf,,,
y4ODh,,,
mdb3A,1.08,1.31,-2.72
HOTRF,,,
GXENM,1.7,-0.53,-1.18
Av5KD,,,
GWe1l,-0.2,0.07,0.16
SdM3Y,-1.89,-0.63,3.04
z9d98,0.15,0.28,-0.55
IO5pz,0.04,-0.24,0.26
34Ctd,-0.45,0.3,0.13
FpkG1,-0.14,0.8,0.8
PUXPW,-0.19,0.52,0.44
2nW7W,0.6,-0.1,-0.58
C6m62,2.92,-0.08,3.01
fngYD,0.36,-1.02,0.83
UrJXT,-0.4,-0.27,0.85
bHrTf,0.37,0.44,0.87
gNmyh,1.2,0.86,-2.3
RzeNP,-0.08,1.49,-1.74
NLEfs,0.06,-0.23,0.22
tOspD,,,
pDgkW,0.03,-0.16,-0.15
Ovc4E,1.28,-0.07,1.4
2CYt0,-1.45,-1.13,3.01
zpK6r,0.76,-0.03,0.81
i3H3N,,,
mbIFQ,0.15,0.99,-1.46
mhF8A,-0.02,-1.06,1.36
r9QjC,-0.04,0.72,-0.73
ApWh9,0.36,-0.67,0.4
VNQZZ,0.4,-0.53,0.18
zUkYs,-0.12,-0.04,-0.17
kBlSA,,,
ICDh8,-0.35,-0.83,-1.21
h0VCB,,,
vVJnb,1.18,1.67,3.35
KMyiH,1.37,1.33,-3.02
aWh5I,0.81,1.23,2.35
3Xg8J,-0.66,0.17,-0.56
pBdgl,1.05,-1.17,-0.2
ESR1l,0.12,0.4,0.65
JkitD,0.32,0.56,1.12
BylsA,-0.88,-2.04,-3.44
yo0pE,,,
Bz5Ni,1.86,1.19,-3.17
l1ByW,0.36,-2.39,2.54
UxzEa,0.54,0.94,1.68
Pr1ju,,,
8lXLr,1.21,-1.19,0.03
a1qJG,2.8,1.46,3.25
lDHJR,1.87,0.34,2.37
3QsQt,,,
q7SN9,1.18,0.61,2.0
InRlp,1.07,-0.23,-0.97
JmzY6,-0.2,-0.63,1.09
sxFOw,,,
JlAl6,,,
WMfYo,0.02,-0.54,-0.66
Lfcpu,0.1,0.3,0.45
wbLmV,,,
UjCwl,-0.33,0.47,0.17
2E9BC,0.39,0.77,1.31
2HguA,0.45,0.22,-0.79
MRuLT,0.78,0.53,1.58
qO9S3,0.17,0.45,-0.79
IKELA,,,
y3qW1,0.42,0.66,-1.3
hUtXY,,,
brhHE,0.09,-0.75,0.78
xszwI,0.41,0.05,0.53
me06g,,,
Vf5TU,-0.04,-1.14,1.47
Yw4bg,1.19,-0.2,-1.07
ZYaQP,0.01,-0.03,-0.03
fBf6e,0.64,0.91,1.9
ogm0w,0.73,-0.24,-0.52
mew9J,1.73,1.01,3.31
XD2YT,-0.21,0.05,-0.19
c7XAR,-0.03,-0.38,0.53
PKBTY,0.51,-0.25,0.3
P4TCz,-0.21,-0.2,0.51
ruL54,0.06,0.84,1.13
hkRv7,-1.63,0.78,0.88
RYI56,0.18,-0.18,0.0
NoLlK,-0.11,1.1,1.05
6EAoL,-0.11,0.07,-0.03
qTlOY,0.51,0.31,-0.97
d0DyV,2.66,-0.95,1.52
gGXQZ,0.4,0.98,1.63
Jv9H5,1.57,0.0,1.76
kTKMv,1.31,-0.53,-0.88
mnDqd,0.71,0.36,1.24
DibHB,,,
RBJuh,0.6,1.72,2.53
Di9kC,0.72,0.4,1.4
IDlCM,-0.38,0.99,0.73
3tSX5,0.68,-1.19,0.57
Ch8wK,0.86,-0.44,0.49
9SFYg,-0.1,-0.25,0.43
Ju5wD,0.59,-0.3,-0.32
s7cGo,1.42,1.75,3.79
SltQX,1.07,-0.73,0.35
7vIHq,,,
byke1,,,
RdX4q,-1.56,1.74,0.28
P5SDO,0.51,-0.51,0.03
rXrVH,0.87,-0.35,-0.57
cOu5Y,0.89,-0.5,-0.44
XVY9P,3.15,1.94,3.62
chI2U,3.26,-0.11,2.41
wL1QE,-2.18,-0.01,2.57
Z85xf,1.13,0.37,-1.72
ApeXz,-0.24,0.62,0.46
4bSw3,0.63,-0.15,-0.53
qY63N,,,
pMdms,0.73,0.29,1.21
V1qBc,2.29,0.98,3.7
0aeJx,-2.46,-0.22,-2.87
5f4OR,1.39,0.34,-1.98
9gFCA,0.29,-0.17,-0.12
PKQv0,1.57,-0.03,-1.68
mUfsH,2.05,-2.42,0.52
uRxq2,0.41,0.77,-1.39
LuHE9,,,
ja4jX,1.12,1.2,-3.01
3JFyp,1.42,0.02,-1.67
iPMfy,,,
2ug2L,,,
vKCXt,0.34,0.01,-0.42
JMqpi,,,
lEP3N,0.08,-1.48,-1.73
HCLA6,-0.06,0.02,0.05
g2VsE,2.49,-0.04,2.73
ojiVI,0.57,0.97,1.91
yk7Xh,2.1,-1.02,-1.08
FTzmR,0.63,0.07,-0.7
KtraN,-0.22,0.96,-0.83
JIKAo,1.24,1.39,-2.98
VlNeY,0.06,-0.3,0.25
etzew,-0.38,-0.07,-0.54
TDMWG,0.02,-0.08,-0.07
F82np,-0.41,0.11,-0.34
qHZVk,-1.61,-0.06,1.85
1r2gJ,0.72,0.74,1.5
z7zSV,0.49,0.08,-0.68
GN1uI,0.17,0.23,0.51
0RpJY,0.16,0.26,-0.49
L0fwD,0.22,1.74,2.09
fehRj,0.95,0.23,-1.44
4TtXx,1.7,0.69,-2.97
vuCrq,-2.45,0.62,-1.97
kv65Y,1.02,-0.49,-0.52
